id,type,name,price,currency,url,color,width,depth,height,styles,roomTypes,shop,image
chair-133,chair,Scaun de birou SKODSBORG negru,1750,MDL,https://jysk.md/ro/product/scaun-de-birou-skodsborg-negru-68242,#2A2A2A,0.6,0.6,1,"minimalist,industrial",office,jysk,https://jysk.md/frontend/web/uploads/product/УТ00066889/268558.jpg
chair-134,chair,Scaun birou FOLBY plasă neagră,2999,MDL,https://jysk.md/ro/product/scaun-birou-folby-plas-neagr-472173,#A0917A,0.6,0.6,1,"minimalist,industrial",office,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389859/263628 1.jpg
chair-135,chair,Scaun birou MARBJERG gri/negru,3299,MDL,https://jysk.md/ro/product/scaun-birou-marbjerg-gri-negru-381917,#2A2A2A,0.6,0.6,1,"minimalist,industrial",office,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309039/237986.jpg
chair-136,chair,Scaun birou TJELE negru,3499,MDL,https://jysk.md/ro/product/scaun-birou-tjele-negru-5979,#2A2A2A,0.6,0.6,1,"minimalist,industrial",office,jysk,https://jysk.md/frontend/web/uploads/product/УТ00062306/256787.jpg
chair-137,chair,Scaun birou KASTBJERG negru,3999,MDL,https://jysk.md/ro/product/scaun-birou-kastbjerg-negru-264595,#2A2A2A,0.6,0.6,1,"minimalist,industrial",office,jysk,https://jysk.md/frontend/web/uploads/product/УТ00218295/256823.jpg
chair-138,chair,Scaun birou TAMDRUP negru,3999,MDL,https://jysk.md/ro/product/scaun-birou-tamdrup-negru-6324,#2A2A2A,0.6,0.6,1,"minimalist,industrial",office,jysk,https://jysk.md/frontend/web/uploads/product/УТ00067393/61754.jpg
chair-139,chair,Scaun birou VARPELEV negru,5499,MDL,https://jysk.md/ro/product/scaun-birou-varpelev-negru-381977,#2A2A2A,0.6,0.6,1,"minimalist,industrial",office,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309099/237964.jpg
chair-140,chair,Scaun gaming RANDRUP imitație piele negru,1350,MDL,https://jysk.md/ro/product/scaun-gaming-randrup-imita-ie-piele-negru-471322,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00389014/263708.jpg
chair-141,chair,Scaun gaming FJELSTED imitație piele negru/gri,2150,MDL,https://jysk.md/ro/product/scaun-gaming-fjelsted-imita-ie-piele-negru-gri-471321,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00389013/263700.jpg
chair-142,chair,Scaun gaming VOJENS negru,2999,MDL,https://jysk.md/ro/product/scaun-gaming-vojens-negru-4538,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00082432/113762.jpg
chair-143,chair,Scaun gaming HALLUM sup. picioare negru,3999,MDL,https://jysk.md/ro/product/scaun-gaming-hallum-sup-picioare-negru-131276,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00167555/176484.jpg
chair-144,chair,Scaun gaming LAMBJERG negru/verde,2750,MDL,https://jysk.md/ro/product/scaun-gaming-lambjerg-negru-verde-3956,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00076552/107479.jpg
chair-145,chair,Scaun gaming NIBE negru/roșu,3999,MDL,https://jysk.md/ro/product/scaun-gaming-nibe-negru-ro-u-4983,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00091533/126716.jpg
chair-146,chair,Scaun gaming NIBE negru,3999,MDL,https://jysk.md/ro/product/scaun-gaming-nibe-negru-264472,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00218217/213355.jpg
chair-147,chair,Scaun gaming NIBE alb/bej,3999,MDL,https://jysk.md/ro/product/scaun-gaming-nibe-alb-bej-292897,#F5F0E8,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00236206/213360.jpg
chair-148,chair,Scaun gaming RANUM cu LED negru,4499,MDL,https://jysk.md/ro/product/scaun-gaming-ranum-cu-led-negru-68256,#2A2A2A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00119417/149080.jpg
chair-149,chair,Scaun gaming ABILDAA gri antracit,4999,MDL,https://jysk.md/ro/product/scaun-gaming-abildaa-gri-antracit-54984,#888888,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00109204/162010.jpg
chair-150,chair,Scaun gaming TYPE Z RAZER ed.™ LEGEND,4999,MDL,https://jysk.md/ro/product/scaun-gaming-type-z-razer-ed-legend-52486,#A0917A,0.6,0.6,1,"gaming,industrial","gaming,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00108800/245278.jpg
chair-151,chair,Scaun MALT nisipiu/negru,500,MDL,https://jysk.md/ro/product/scaun-malt-nisipiu-negru-381948,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309070/236669.jpg
chair-152,chair,Scaun TOREBY negru,550,MDL,https://jysk.md/ro/product/scaun-toreby-negru-6154,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00064808/60852.jpg
chair-153,chair,Scaun EJBY alb,750,MDL,https://jysk.md/ro/product/scaun-ejby-alb-5943,#F5F0E8,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00061771/86461.jpg
chair-154,chair,Scaun BRANDE bej,550,MDL,https://jysk.md/ro/product/scaun-brande-bej-471578,#D4B896,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389264/262640.jpg
chair-155,chair,Scaun JONSTRUP gri/stejar,650,MDL,https://jysk.md/ro/product/scaun-jonstrup-gri-stejar-5746,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ000015546/257346.jpg
chair-156,chair,Scaun JONSTRUP galben curry/stejar înch.,650,MDL,https://jysk.md/ro/product/scaun-jonstrup-galben-curry-stejar-nch-381946,#F5F0E8,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309068/257363.jpg
chair-157,chair,Scaun JONSTRUP asfalt/stejar,800,MDL,https://jysk.md/ro/product/scaun-jonstrup-asfalt-stejar-4959,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00091499/126851.jpg
chair-158,chair,Scaun JONSTRUP negru/stejar,800,MDL,https://jysk.md/ro/product/scaun-jonstrup-negru-stejar-54974,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00109202/257329.jpg
chair-159,chair,Scaun JONSTRUP coniac/stejar,800,MDL,https://jysk.md/ro/product/scaun-jonstrup-coniac-stejar-181704,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00062612/257338.jpg
chair-160,chair,Scaun JONSTRUP bej/stejar închis,800,MDL,https://jysk.md/ro/product/scaun-jonstrup-bej-stejar-nchis-360652,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00288941/257355.jpg
chair-161,chair,Scaun JONSTRUP imitație blană alb/stejar,800,MDL,https://jysk.md/ro/product/scaun-jonstrup-imita-ie-blan-alb-stejar-471582,#F5F0E8,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389268/262694.jpg
chair-162,chair,Scaun JONSTRUP alb/stejar,800,MDL,https://jysk.md/ro/product/scaun-jonstrup-alb-stejar-472168,#F5F0E8,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389496/262682 1.jpg
chair-163,chair,Scaun BISTRUP nisipiu/stejar,800,MDL,https://jysk.md/ro/product/scaun-bistrup-nisipiu-stejar-131285,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00167563/257437.jpg
chair-164,chair,Scaun EJSTRUP bej/oțel,800,MDL,https://jysk.md/ro/product/scaun-ejstrup-bej-o-el-264276,#D4B896,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00218091/257503.jpg
chair-165,chair,Scaun KASTRUP alb/stejar,800,MDL,https://jysk.md/ro/product/scaun-kastrup-alb-stejar-5672,#F5F0E8,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/N0000000384/257379.jpg
chair-166,chair,Scaun KASTRUP nisipiu/stejar,900,MDL,https://jysk.md/ro/product/scaun-kastrup-nisipiu-stejar-381947,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309069/236622.jpg
chair-167,chair,Scaun KLARUP negru,800,MDL,https://jysk.md/ro/product/scaun-klarup-negru-5381,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/88863629377/50511.jpg
chair-168,chair,Scaun ASAA negru,800,MDL,https://jysk.md/ro/product/scaun-asaa-negru-68277,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00119435/126821.jpg
chair-169,chair,Scaun JEGIND natur/alb,850,MDL,https://jysk.md/ro/product/scaun-jegind-natur-alb-5830,#F5F0E8,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ000016220/257255.jpg
chair-170,chair,Scaun KOKKEDAL catifea gri/negru,900,MDL,https://jysk.md/ro/product/scaun-kokkedal-catifea-gri-negru-5178,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00092854/246058.jpg
chair-171,chair,Scaun KOKKEDAL gri/stejar,900,MDL,https://jysk.md/ro/product/scaun-kokkedal-gri-stejar-6860,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00072613/257304.jpg
chair-172,chair,Scaun THORUP bej/stejar,1100,MDL,https://jysk.md/ro/product/scaun-thorup-bej-stejar-381951,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309073/236652.jpg
chair-173,chair,Scaun EJSING bej/stejar natur,1150,MDL,https://jysk.md/ro/product/scaun-ejsing-bej-stejar-natur-471579,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389265/262646.jpg
chair-174,chair,Scaun GEVNINGE maro/negru,1150,MDL,https://jysk.md/ro/product/scaun-gevninge-maro-negru-381944,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309066/259383.jpg
chair-175,chair,Scaun VELLEV nisipiu/negru,1000,MDL,https://jysk.md/ro/product/scaun-vellev-nisipiu-negru-264597,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00218296/259191.jpg
chair-176,chair,Scaun HAMMEL bej/crom,1150,MDL,https://jysk.md/ro/product/scaun-hammel-bej-crom-428650,#D4B896,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00352414/262658.jpg
chair-177,chair,Scaun MELBY maro/negru,1250,MDL,https://jysk.md/ro/product/scaun-melby-maro-negru-472169,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389855/270929 1.jpg
chair-178,chair,Scaun RISSKOV catifea verde închis/negru,1150,MDL,https://jysk.md/ro/product/scaun-risskov-catifea-verde-nchis-negru-9009,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00094781/257420.jpg
chair-179,chair,Scaun RISSKOV gri deschis/negru,1150,MDL,https://jysk.md/ro/product/scaun-risskov-gri-deschis-negru-54975,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00109203/257412.jpg
chair-180,chair,Scaun RISSKOV maro/negru,1150,MDL,https://jysk.md/ro/product/scaun-risskov-maro-negru-381950,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309072/236734.jpg
chair-181,chair,Scaun PEBRINGE gri/negru,1350,MDL,https://jysk.md/ro/product/scaun-pebringe-gri-negru-233679,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00210011/257215.jpg
chair-182,chair,Scaun PEBRINGE maro,1350,MDL,https://jysk.md/ro/product/scaun-pebringe-maro-428651,#6B4423,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00352415/257223.jpg
chair-183,chair,Scaun PEBRINGE catifea gri/stejar,1350,MDL,https://jysk.md/ro/product/scaun-pebringe-catifea-gri-stejar-52312,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00108666/257207.jpg
chair-184,chair,Scaun PURHUS gri/negru,1150,MDL,https://jysk.md/ro/product/scaun-purhus-gri-negru-131287,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00167565/257495.jpg
chair-185,chair,Scaun PURHUS crem/negru,1150,MDL,https://jysk.md/ro/product/scaun-purhus-crem-negru-381949,#F5F0E8,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309071/236726.jpg
chair-186,chair,Scaun ADSLEV gri/stejar,1250,MDL,https://jysk.md/ro/product/scaun-adslev-gri-stejar-4972,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00091518/257231.jpg
chair-187,chair,Scaun ADSLEV bej/stejar,1250,MDL,https://jysk.md/ro/product/scaun-adslev-bej-stejar-110044,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00153343/257239.jpg
chair-188,chair,Scaun ADSLEV măsliniu/stejar,1250,MDL,https://jysk.md/ro/product/scaun-adslev-m-sliniu-stejar-360653,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00288942/259387.jpg
chair-189,chair,Scaun ADSLEV antracit,1250,MDL,https://jysk.md/ro/product/scaun-adslev-antracit-360654,#888888,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00288943/259105.jpg
chair-190,chair,Scaun ESPE măsliniu/negru,1400,MDL,https://jysk.md/ro/product/scaun-espe-m-sliniu-negru-381942,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00309064/236684.jpg
chair-191,chair,Scaun GJESING bej/negru,1500,MDL,https://jysk.md/ro/product/scaun-gjesing-bej-negru-471580,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389266/262610.jpg
chair-192,chair,Scaun HYGUM gri/negru,1350,MDL,https://jysk.md/ro/product/scaun-hygum-gri-negru-131288,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00167566/257478.jpg
chair-193,chair,Scaun rotativ ROSTRUP nisipiu/negru,1400,MDL,https://jysk.md/ro/product/scaun-rotativ-rostrup-nisipiu-negru-329810,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00259757/236792.jpg
chair-194,chair,Scaun rotativ ROSTRUP bej,1400,MDL,https://jysk.md/ro/product/scaun-rotativ-rostrup-bej-471336,#D4B896,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389028/262712.jpg
chair-195,chair,Scaun rotativ ROSTRUP negru,1400,MDL,https://jysk.md/ro/product/scaun-rotativ-rostrup-negru-471337,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389029/262719.jpg
chair-196,chair,Scaun SABRO gri/negru,1500,MDL,https://jysk.md/ro/product/scaun-sabro-gri-negru-327912,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00257930/257535.jpg
chair-197,chair,Scaun SOTTRUP bej/negru,1500,MDL,https://jysk.md/ro/product/scaun-sottrup-bej-negru-472170,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389856/262706 1.jpg
chair-198,chair,Scaun HVIDOVRE stejar/negru,1500,MDL,https://jysk.md/ro/product/scaun-hvidovre-stejar-negru-5170,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00092753/257279.jpg
chair-199,chair,Scaun HVIDOVRE stejar închis/negru,1500,MDL,https://jysk.md/ro/product/scaun-hvidovre-stejar-nchis-negru-329806,#2A2A2A,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00259753/257295.jpg
chair-200,chair,Scaun HVIDOVRE stejar deschis/gri,1500,MDL,https://jysk.md/ro/product/scaun-hvidovre-stejar-deschis-gri-329807,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00259754/257287.jpg
chair-201,chair,Scaun GUDERUP stejar/natur,2350,MDL,https://jysk.md/ro/product/scaun-guderup-stejar-natur-264505,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00218236/259336.jpg
chair-202,chair,Scaun GUDERUP stejar închis/natur,2350,MDL,https://jysk.md/ro/product/scaun-guderup-stejar-nchis-natur-471581,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00389267/262615.jpg
chair-203,chair,Scaun KLOSTER gri deschis/stejar,1850,MDL,https://jysk.md/ro/product/scaun-kloster-gri-deschis-stejar-327891,#8B6914,0.6,0.6,1,"minimalist,scandinavian",living,jysk,https://jysk.md/frontend/web/uploads/product/УТ00257909/185805.jpg
chair-204,chair,Scaun bar ARNUM bej/negru,1199,MDL,https://jysk.md/ro/product/scaun-bar-arnum-bej-negru-381954,#2A2A2A,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00309076/237082.jpg
chair-205,chair,Scaun bar JONSTRUP negru/stejar,1199,MDL,https://jysk.md/ro/product/scaun-bar-jonstrup-negru-stejar-5945,#2A2A2A,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00061776/261345.jpg
chair-206,chair,Scaun bar JONSTRUP alb/stejar,1199,MDL,https://jysk.md/ro/product/scaun-bar-jonstrup-alb-stejar-6474,#F5F0E8,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00072651/261354.jpg
chair-207,chair,Scaun bar BROAGER negru/crom,1399,MDL,https://jysk.md/ro/product/scaun-bar-broager-negru-crom-264301,#2A2A2A,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00218111/261338.jpg
chair-208,chair,Scaun bar GRINDSTED catifea gri/negru,1499,MDL,https://jysk.md/ro/product/scaun-bar-grindsted-catifea-gri-negru-4925,#2A2A2A,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00091458/126884.jpg
chair-209,chair,Scaun bar TAULOV gri/negru,1499,MDL,https://jysk.md/ro/product/scaun-bar-taulov-gri-negru-6435,#2A2A2A,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00072582/257543.jpg
chair-210,chair,Scaun bar TAULOV bej/crom,1499,MDL,https://jysk.md/ro/product/scaun-bar-taulov-bej-crom-428653,#D4B896,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00352417/262736.jpg
chair-211,chair,Scaun de bar PEBRINGE cu spătar gri,1999,MDL,https://jysk.md/ro/product/scaun-de-bar-pebringe-cu-sp-tar-gri-52273,#888888,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00108629/148798.jpg
chair-212,chair,Scaun bar PEBRINGE cu spătar maro,1999,MDL,https://jysk.md/ro/product/scaun-bar-pebringe-cu-sp-tar-maro-110046,#6B4423,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00153345/160126.jpg
chair-213,chair,Scaun bar ADSLEV bej/stejar,2299,MDL,https://jysk.md/ro/product/scaun-bar-adslev-bej-stejar-276457,#8B6914,0.6,0.6,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00226184/257559.jpg
chair-214,chair,Masă bar RODSKOV 50x120 stejar cald,2999,MDL,https://jysk.md/ro/product/mas-bar-rodskov-50x120-stejar-cald-554876,#8B6914,0.5,1.2,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00389179/262732.jpg
chair-215,chair,Masă bar SANDBY 71x128 stejar/negru,4000,MDL,https://jysk.md/ro/product/mas-bar-sandby-71x128-stejar-negru-131289,#2A2A2A,0.71,1.28,1,"minimalist,industrial","living,office",jysk,https://jysk.md/frontend/web/uploads/product/УТ00167567/261333.jpg
desk-216,desk,Birou ASTRUP 40x60 negru,450,MDL,https://jysk.md/ro/product/birou-astrup-40x60-negru-381911,#2A2A2A,0.4,0.6,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00309033/237619.jpg
desk-217,desk,Birou ASTRUP 60x120 negru,950,MDL,https://jysk.md/ro/product/birou-astrup-60x120-negru-381912,#2A2A2A,0.6,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00309034/237612.jpg
desk-218,desk,Birou KNABSTRUP 40x100 stejar natur,800,MDL,https://jysk.md/ro/product/birou-knabstrup-40x100-stejar-natur-554793,#8B6914,0.4,1,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00396711/263757.jpg
desk-219,desk,Birou KNABSTRUP 40x100 1 sertar alb,800,MDL,https://jysk.md/ro/product/birou-knabstrup-40x100-1-sertar-alb-554794,#F5F0E8,0.4,1,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00396712/263752.jpg
desk-220,desk,Birou VANDBORG 60x120 stejar/negru,1199,MDL,https://jysk.md/ro/product/birou-vandborg-60x120-stejar-negru-5884,#2A2A2A,0.6,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00060888/92357.jpg
desk-221,desk,Birou VANDBORG 60x120 stejar/bej,1199,MDL,https://jysk.md/ro/product/birou-vandborg-60x120-stejar-bej-471320,#8B6914,0.6,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00389012/263762.jpg
desk-222,desk,Birou ABBETVED 48x120 stejar/alb,1350,MDL,https://jysk.md/ro/product/birou-abbetved-48x120-stejar-alb-5841,#F5F0E8,0.48,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00060700/59332.jpg
desk-223,desk,Birou ABBETVED 48x120 stejar/negru,1350,MDL,https://jysk.md/ro/product/birou-abbetved-48x120-stejar-negru-5942,#2A2A2A,0.48,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/88863629795/262052.jpg
desk-224,desk,Birou gaming HALSTED 60x120 negru,1499,MDL,https://jysk.md/ro/product/birou-gaming-halsted-60x120-negru-11617,#2A2A2A,0.6,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00091528/126664.jpg
desk-225,desk,Birou TRAPPEDAL 48x95 stejar/negru,1599,MDL,https://jysk.md/ro/product/birou-trappedal-48x95-stejar-negru-4509,#2A2A2A,0.48,0.95,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00082391/150843.jpg
desk-226,desk,Birou TRAPPEDAL 48x95 stejar/alb,1599,MDL,https://jysk.md/ro/product/birou-trappedal-48x95-stejar-alb-52321,#F5F0E8,0.48,0.95,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00108674/161991.jpg
desk-227,desk,Birou BILLUND 54x120 alb/stejar,1650,MDL,https://jysk.md/ro/product/birou-billund-54x120-alb-stejar-4978,#F5F0E8,0.54,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00091526/126668.jpg
desk-228,desk,Birou BILLUND 54x120 beton/alb,1650,MDL,https://jysk.md/ro/product/birou-billund-54x120-beton-alb-6480,#F5F0E8,0.54,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00072665/98599.jpg
desk-229,desk,Birou LINDVED 48x120 2 sertare stejar,1500,MDL,https://jysk.md/ro/product/birou-lindved-48x120-2-sertare-stejar-329828,#8B6914,0.48,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00259775/237626.jpg
desk-230,desk,Birou LINDVED 48x120 2 sertare alb,1500,MDL,https://jysk.md/ro/product/birou-lindved-48x120-2-sertare-alb-381913,#F5F0E8,0.48,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00309035/237633.jpg
desk-231,desk,Birou LINDVED 48x120 2 sertare stejar închis,1500,MDL,https://jysk.md/ro/product/birou-lindved-48x120-2-sertare-stejar-nchis-471318,#8B6914,0.48,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00389010/263772.jpg
desk-232,desk,Birou STAUNING 60x120 negru,1999,MDL,https://jysk.md/ro/product/birou-stauning-60x120-negru-471516,#2A2A2A,0.6,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00389210/268321.jpg
desk-233,desk,Birou STAUNING 60x120 alb,1999,MDL,https://jysk.md/ro/product/birou-stauning-60x120-alb-471517,#F5F0E8,0.6,1.2,0.75,"minimalist,industrial,gaming","office,gaming",jysk,https://jysk.md/frontend/web/uploads/product/УТ00389211/268318 1.jpg
